date,open,ICPI,open_norm,ICPI_norm
2016-04-01,3452.0,-0.24608387519119146,0.10072623934322703,0.5499186360897896
2016-04-06,3370.0,-0.478198805969398,0.07483422797600253,0.5235616583665821
2016-04-07,3315.0,-1.8013875524645793,0.057467634985790966,0.37331171021354004
2016-04-08,3322.0,-0.6554988764384054,0.05967792863909062,0.5034289853325493
2016-04-11,3322.0,-0.081090321187609,0.05967792863909062,0.5686538868242658
2016-04-12,3340.0,-0.3616385984143676,0.06536154089043258,0.5367972343101044
2016-04-13,3372.0,-0.7865391346280044,0.07546574044837386,0.4885491792194007
2016-04-14,3410.0,-0.54563829621768,0.08746447742342911,0.5159038091443064
2016-04-15,3443.0,-0.44161221569580855,0.09788443321755605,0.5277161172873248
2016-04-18,3418.0,-0.04944240267179251,0.08999052731291443,0.572247552602295
2016-04-19,3481.0,-0.5947933060788815,0.1098831701926113,0.5103221884551414
2016-04-20,3498.0,-1.8837415289516168,0.1152510262077676,0.3639603000461325
2016-04-21,3610.0,-0.7729377812672891,0.15061572466056206,0.49009363207442364
2016-04-22,3796.0,-0.14854191975603745,0.20934638459109567,0.5609946626851621
2016-04-25,3695.0,-0.3674508350859595,0.17745500473634354,0.5361372466395071
2016-04-26,3701.0,-0.4538320866718578,0.17934954215345753,0.5263285337052762
2016-04-27,3723.0,-1.8779422697371984,0.18629617934954215,0.36461881410816666
2016-04-28,3687.0,-1.233295661952228,0.17492895484685822,0.4378193455163129
2016-04-29,3602.0,-0.5748901490959007,0.14808967477107673,0.5125822199984081
2016-05-03,3620.0,-0.8417745731494501,0.1537732870224187,0.482277117281117
2016-05-04,3691.0,-1.0934153631699894,0.1761919797916009,0.45370295070516636
2016-05-05,3631.0,-1.0188027756457987,0.157246605620461,0.46217531523877364
2016-05-06,3636.0,-1.1891296184004947,0.15882538680138933,0.4428344620454929
2016-05-09,3521.0,-1.1313983561260472,0.1225134196400379,0.44938992829059293
2016-05-10,3521.0,-0.9012734693984521,0.1225134196400379,0.47552093370545173
2016-05-11,3514.0,-2.286114654907592,0.12030312598673824,0.31827026415881254
2016-05-12,3660.0,-1.1350930474232002,0.1664035364698453,0.4489703908834701
2016-05-13,3645.0,-1.4812398474679718,0.1616671929270603,0.409664933594911
2016-05-16,3568.0,-1.3881197509867191,0.13735396274076414,0.4202388518702698
2016-05-17,3610.0,-1.5966450865506456,0.15061572466056206,0.39656050595018555
2016-05-18,3680.0,-1.0730944910359594,0.17271866119355858,0.4560104143929054
2016-05-19,3691.0,-1.246109262920055,0.1761919797916009,0.43636434305640737
2016-05-20,3722.0,-1.5825705100299163,0.1859804231133565,0.39815869396237724
2016-05-23,3753.0,-1.4121383730724981,0.1957688664351121,0.4175115034608652
2016-05-24,3654.0,-1.621827683611475,0.16450899905273128,0.393700986540902
2016-05-25,3538.0,-2.8371382443308386,0.1278812756551942,0.2557007585147835
2016-05-26,3575.0,-1.4250029869628564,0.13956425639406378,0.4160507084116667
2016-05-27,3671.0,-2.912712109255083,0.16987685506788758,0.24711923957678666
2016-05-30,3655.0,-1.1987285206338993,0.16482475528891696,0.4417444931603166
2016-05-31,3670.0,-1.5991389803631484,0.16956109883170192,0.3962773207908345
2016-06-01,3740.0,-1.8377327806730723,0.19166403536469845,0.3691846582956627
2016-06-02,3720.0,-1.6976745292897029,0.18534891064098516,0.3850884702533271
2016-06-03,3773.0,-1.7554138902950243,0.2020839911588254,0.3785320843859153
2016-06-06,3855.0,-2.0830337572509525,0.22797600252604988,0.3413303864766639
2016-06-07,3839.0,-1.463714510958198,0.22292390274707927,0.4116549602701929
2016-06-08,3821.0,-1.7311344546109166,0.2172402904957373,0.38128904854721496
2016-06-13,3898.0,-1.1281945695688789,0.24155352068203348,0.4497537227722064
2016-06-14,3950.0,-1.0937007373910352,0.25797284496368805,0.4536705460599259
2016-06-15,3892.0,-0.9722703840460141,0.2396589832649195,0.4674591339258835
2016-06-16,3884.0,-0.8657201929589199,0.23713293337543417,0.4795580583831366
2016-06-17,3817.0,-1.1795174237747612,0.21597726555099464,0.44392594030056337
2016-06-20,3860.0,-1.0707252243370096,0.2295547837069782,0.45627944796776077
2016-06-21,3837.0,-1.318873768650757,0.22229239027470793,0.4281018308166545
