date,TE_icpi_to_open,TE_open_to_icpi,TE_net
2016-06-30,1.2737564502151086,1.2817684870749286,-0.008012036859819993
2016-07-01,1.28655016820056,1.2913467613152971,-0.004796593114737124
2016-07-04,1.2840381504616352,1.2894493575533554,-0.0054112070917202715
2016-07-05,1.292051888521172,1.2816960946237834,0.01035579389738861
2016-07-06,1.285574006439637,1.2694822273336566,0.016091779105980475
2016-07-07,1.2904289654170935,1.2534431421346834,0.03698582328241007
2016-07-08,1.2937974703597708,1.2450196004551517,0.048777869904619076
2016-07-11,1.2856196218541762,1.2467570363103102,0.03886258554386601
2016-07-12,1.2907122866272627,1.2345903170332522,0.0561219695940105
2016-07-13,1.2829029469987534,1.2341370950815191,0.04876585191723426
2016-07-14,1.2870436392388844,1.235326548398337,0.05171709084054732
2016-07-15,1.2847273572813365,1.2562576234560812,0.028469733825255306
2016-07-18,1.2866797881661778,1.2615571186199608,0.025122669546217002
2016-07-19,1.2830676209356058,1.2844492424075076,-0.001381621471901795
2016-07-20,1.2812342690779743,1.2818276082310582,-0.000593339153083905
2016-07-21,1.2710553889231075,1.2720895622218258,-0.001034173298718244
2016-07-22,1.2766895631444213,1.2574869709024659,0.01920259224195542
2016-07-25,1.2769230447721354,1.2562122128157431,0.02071083195639223
2016-07-26,1.2736468455779064,1.2311809508342668,0.0424658947436396
2016-07-27,1.276915768017743,1.2410035202750156,0.03591224774272739
2016-07-28,1.2808470705235737,1.2471178614701954,0.033729209053378284
2016-07-29,1.289689896937536,1.2539468141117112,0.035743082825824946
2016-08-01,1.2681360931465604,1.2444038887380602,0.023732204408500213
2016-08-02,1.262438809704969,1.241084240099431,0.021354569605537943
2016-08-03,1.2631224989293022,1.2437423602202853,0.019380138709016892
2016-08-04,1.267850391059613,1.2577000166486645,0.01015037441094857
2016-08-05,1.276826755621589,1.2575920167360026,0.019234738885586466
2016-08-08,1.276202456687651,1.262181934646014,0.014020522041637173
2016-08-09,1.267062066799204,1.2565382024453011,0.010523864353902956
2016-08-10,1.2706738933903503,1.266259414390087,0.004414479000263372
2016-08-11,1.2767670037548906,1.2989095824495709,-0.02214257869468028
2016-08-12,1.2689086609799922,1.2963986065384683,-0.02748994555847606
2016-08-15,1.2641394593377808,1.2995148284942017,-0.03537536915642092
2016-08-16,1.2667795237553021,1.3102899116424962,-0.04351038788719408
2016-08-17,1.2643316671572928,1.310494605767434,-0.0461629386101412
2016-08-18,1.2581225858861553,1.3384400327248536,-0.08031744683869824
2016-08-19,1.2548513948968243,1.328294441506824,-0.07344304660999978
2016-08-22,1.2550516371706724,1.3503978850664344,-0.09534624789576207
2016-08-23,1.2524977587305186,1.335304603796837,-0.08280684506631841
2016-08-24,1.2390254711838065,1.3471191456134552,-0.10809367442964879
2016-08-25,1.219390155715806,1.3210051899201365,-0.10161503420433049
2016-08-26,1.2000243026144601,1.3126733433391677,-0.1126490407247076
2016-08-29,1.1995863261866602,1.2999639134210654,-0.10037758723440526
2016-08-30,1.194302558024627,1.3138618986942177,-0.11955934066959073
2016-08-31,1.1960045810750206,1.319517653544785,-0.1235130724697644
2016-09-01,1.2060477305868014,1.3419567326482549,-0.1359090020614535
2016-09-02,1.2015736717860488,1.356539986227438,-0.1549663144413893
2016-09-05,1.201453475681521,1.3534141593491915,-0.15196068366767057
2016-09-06,1.1987055147438577,1.343421498642904,-0.14471598389904639
2016-09-07,1.2021920798427965,1.3342205650395786,-0.13202848519678212
2016-09-08,1.215121735220497,1.3422576857490032,-0.12713595052850613
2016-09-09,1.2115421606409544,1.3391775388733644,-0.12763537823241
2016-09-12,1.2120442509213298,1.3368081113808756,-0.1247638604595458
2016-09-13,1.2088193151421909,1.3276351372960378,-0.1188158221538469
2016-09-14,1.2098351351287626,1.3378476101691712,-0.12801247504040858
2016-09-19,1.20989802478111,1.3069501602766203,-0.09705213549551028
2016-09-20,1.221199241290809,1.3148083083343014,-0.09360906704349237
2016-09-21,1.2189258971059818,1.312520702656865,-0.09359480555088329
2016-09-22,1.2206099120325264,1.3101910302604196,-0.08958111822789316
2016-09-23,1.2363642758334448,1.3073993116212432,-0.07103503578779846
2016-09-26,1.2474841604485438,1.3046639822392487,-0.05717982179070491
2016-09-27,1.2362908904764198,1.3032807691205899,-0.06698987864417005
2016-09-28,1.249338994027359,1.284072034754433,-0.03473304072707406
2016-09-29,1.2349487220074493,1.293865606357034,-0.05891688434958464
2016-09-30,1.233211851784645,1.2823102607597017,-0.04909840897505657
2016-10-10,1.2235174462515674,1.2709303632594253,-0.04741291700785788
2016-10-11,1.2520489579921539,1.2849429813017181,-0.03289402330956426
2016-10-12,1.2587392024228425,1.2998717577997279,-0.041132555376885316
2016-10-13,1.2773464094521814,1.2893075241331877,-0.011961114681006357
2016-10-14,1.2855188815953773,1.3021530924366846,-0.01663421084130734
2016-10-17,1.281146341158651,1.2922128283136143,-0.011066487154963278
2016-10-18,1.2659155362429373,1.2862945037212297,-0.020378967478292376
2016-10-19,1.2606758792691104,1.2719210145532427,-0.01124513528413229
2016-10-20,1.2595643570945971,1.2705476824869717,-0.010983325392374566
2016-10-21,1.2679463796415145,1.2655620870420565,0.002384292599457938
2016-10-24,1.2545844358789642,1.2636275983752072,-0.00904316249624304
2016-10-25,1.23114559125678,1.2754820044042945,-0.044336413147514575
2016-10-26,1.2342457649380825,1.2638620634583557,-0.029616298520273254
2016-10-27,1.2347966233350955,1.2612174283157085,-0.026420804980612944
2016-10-28,1.2505231394097178,1.2766110144692455,-0.0260878750595277
2016-10-31,1.26312298976717,1.2731447209716928,-0.010021731204522766
2016-11-01,1.264352779573628,1.2790549194845993,-0.014702139910971246
2016-11-02,1.2680229886151841,1.2786185446591074,-0.01059555604392326
2016-11-03,1.277692153680762,1.2734975276315152,0.004194626049246697
2016-11-04,1.2729602915116287,1.2770330237014778,-0.004072732189849049
2016-11-07,1.2762451366943215,1.3069256260944209,-0.030680489400099376
2016-11-08,1.2733851737747528,1.3062943272712293,-0.032909153496476495
2016-11-09,1.2667922655173667,1.2979742577843167,-0.031181992266950065
2016-11-10,1.2695467381298515,1.3079530355952513,-0.03840629746539981
2016-11-11,1.2694559547534963,1.3293996207262166,-0.059943665972720384
2016-11-14,1.272090078260144,1.3288748032690838,-0.05678472500893972
2016-11-15,1.2782130948123867,1.3280202682649527,-0.04980717345256602
2016-11-16,1.2749288696796912,1.3170079290650842,-0.042079059385393025
2016-11-17,1.2698085115926911,1.3140231453019562,-0.04421463370926504
2016-11-18,1.2630853983413446,1.3084685812392731,-0.04538318289792853
2016-11-21,1.2646167247825961,1.3070724840752415,-0.042455759292645334
2016-11-22,1.2803452042268701,1.2892335157170731,-0.008888311490202971
2016-11-23,1.2828317593711045,1.2742077801892073,0.008623979181897168
2016-11-24,1.292251796914923,1.2897011832834346,0.002550613631488341
2016-11-25,1.2906279388162727,1.2758451719419397,0.014782766874332998
2016-11-28,1.2872769100857306,1.2681350222226098,0.019141887863120877
2016-11-29,1.285750786293773,1.2597606378831872,0.02599014841058578
2016-11-30,1.2826530576488815,1.2467765927248904,0.0358764649239911
2016-12-01,1.2806065009413077,1.2437953632226504,0.036811137718657294
2016-12-02,1.2666224527946162,1.2311618158830078,0.03546063691160839
2016-12-05,1.2596947539860566,1.226114789108165,0.03357996487789161
2016-12-06,1.2516304634365085,1.2190786989579425,0.032551764478566
2016-12-07,1.2588301806744981,1.2185803613169965,0.040249819357501604
2016-12-08,1.2517945187042658,1.2132280878195432,0.03856643088472267
2016-12-09,1.2305960396054745,1.2368017768821764,-0.006205737276701928
2016-12-12,1.241649496127788,1.2567969756896866,-0.015147479561898658
2016-12-13,1.2400722428405326,1.2725822279492565,-0.03250998510872383
2016-12-14,1.2387356183960765,1.2796551921507198,-0.04091957375464328
2016-12-15,1.2544318706159103,1.2775630644834568,-0.023131193867546473
2016-12-16,1.245930839178129,1.284217096062223,-0.03828625688409404
2016-12-19,1.2481310125018452,1.2863427838432677,-0.03821177134142251
2016-12-20,1.253119997151847,1.294027289350407,-0.04090729219856004
2016-12-21,1.2473983638482853,1.2953461957551133,-0.04794783190682805
2016-12-22,1.2530775402958267,1.3045140040289254,-0.051436463733098625
2016-12-23,1.2607828822191125,1.3064917388329973,-0.045708856613884796
2016-12-26,1.2561549195287587,1.3016002423860595,-0.04544532285730085
2016-12-27,1.2595473212198693,1.282752896038134,-0.023205574818264685
2016-12-28,1.2578485175746994,1.293406810530122,-0.035558292955422566
2016-12-29,1.2551202661116463,1.309004695401185,-0.05388442928953863
2016-12-30,1.2573162369261925,1.3145310275791562,-0.05721479065296364
2017-01-02,1.2623993066244459,1.2944311676663347,-0.03203186104188882
2017-01-03,1.2531879434928512,1.2932245797212676,-0.040036636228416356
2017-01-04,1.2485926689345828,1.3162250016938888,-0.06763233275930602
2017-01-05,1.2451733331311303,1.3123117908147133,-0.06713845768358295
2017-01-06,1.256873931575046,1.3296324584201424,-0.07275852684509654
2017-01-09,1.232370423893184,1.3354673547729392,-0.10309693087975513
2017-01-10,1.2349058758192801,1.313288203414579,-0.07838232759529884
2017-01-11,1.2491103368481362,1.3291771704357582,-0.08006683358762201
2017-01-12,1.2453485479628394,1.3284279727635793,-0.08307942480073982
2017-01-13,1.2571534280829677,1.329263254354635,-0.07210982627166729
2017-01-16,1.2426168556721682,1.3236508110733096,-0.08103395540114144
2017-01-17,1.2435266222051964,1.3089199973684371,-0.06539337516324073
2017-01-18,1.245450596213569,1.3051768306894802,-0.0597262344759113
2017-01-19,1.2564700355500367,1.3160021883295432,-0.05953215277950652
